id,name,address,province,url1,url2,url3,url4,url5
HCM_0013,Bảo tàng Chứng tích Chiến tranh,"28 Võ Văn Tần, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0006,Phố đi bộ Nguyễn Huệ,"Nguyễn Huệ, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0008,Bitexco Financial Tower Saigon Skydeck,"2 Hải Triều, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0074,Landmark 81 Park,"Vinhomes Central Park, Bình Thạnh, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0033,Chợ Bình Tây,"57A Tháp Mười, Quận 6, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0034,Khu phố Chợ Lớn,"Quận 5 - Quận 6, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0010,Công viên Bến Bạch Đằng,"Bến Bạch Đằng, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0075,Thảo Cầm Viên Sài Gòn,"2 Nguyễn Bỉnh Khiêm, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0052,Khu du lịch Suối Tiên,"120 Xa lộ Hà Nội, Thủ Đức, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0049,Công viên Văn hóa Đầm Sen,"3 Hòa Bình, Quận 11, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0085,Rừng Sác Cần Giờ,"Cần Giờ, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0090,Đảo Thạnh An,"Thạnh An, Cần Giờ, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
TN_0001,Núi Bà Đen,"TP Tây Ninh, Tây Ninh",Tây Ninh,,,,,
TN_0009,Nội ô Tòa Thánh Cao Đài,"Hòa Thành, Tây Ninh",Tây Ninh,,,,,
TN_0014,Hồ Núi Đá Ma Thiên Lãnh,"TP Tây Ninh, Tây Ninh",Tây Ninh,,,,,
TN_0018,Bến hồ Dầu Tiếng Tây Ninh,"Dương Minh Châu, Tây Ninh",Tây Ninh,,,,,
TN_0035,Cửa khẩu Mộc Bài,"Bến Cầu, Tây Ninh",Tây Ninh,,,,,
TN_0026,Vườn quốc gia Lò Gò - Xa Mát,"Tân Biên, Tây Ninh",Tây Ninh,,,,,
TN_0033,Tháp cổ Bình Thạnh,"Trảng Bàng, Tây Ninh",Tây Ninh,,,,,
TN_0053,Chùa Gò Kén,"Hòa Thành, Tây Ninh",Tây Ninh,,,,,
DNai_0001,Khu du lịch Bửu Long,"Biên Hòa, Đồng Nai",Đồng Nai,,,,,
DNai_0026,Vườn quốc gia Cát Tiên,"Tân Phú, Đồng Nai",Đồng Nai,,,,,
DNai_0040,Thác Giang Điền,"Trảng Bom, Đồng Nai",Đồng Nai,,,,,
DNai_0037,Đá Ba Chồng,"Định Quán, Đồng Nai",Đồng Nai,,,,,
DNai_0059,Núi Chứa Chan,"Xuân Lộc, Đồng Nai",Đồng Nai,,,,,
DNai_0018,Hồ Trị An,"Vĩnh Cửu - Định Quán, Đồng Nai",Đồng Nai,,,,,
DNai_0067,Làng bưởi Tân Triều,"Vĩnh Cửu, Đồng Nai",Đồng Nai,,,,,
DNai_0016,Khu du lịch Sơn Tiên,"Biên Hòa, Đồng Nai",Đồng Nai,,,,,
DNai_0012,Cù lao Phố,"Biên Hòa, Đồng Nai",Đồng Nai,,,,,
DNai_0027,Nam Cát Tiên,"Tân Phú, Đồng Nai",Đồng Nai,,,,,
BRVT_0008,Cáp treo Hồ Mây,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0010,Mũi Nghinh Phong,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0001,Bãi Sau Vũng Tàu,"Thùy Vân, TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0002,Bãi Trước Vũng Tàu,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0013,Hòn Bà Vũng Tàu,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0012,Đồi Con Heo,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0019,Marina Vũng Tàu,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0034,Biển Long Hải,"Long Hải, Long Điền, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0035,Dinh Cô Long Hải,"Long Hải, Long Điền, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0036,Đèo Nước Ngọt,"Long Hải, Long Điền, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
