id,name,address,province,url1,url2,url3,url4,url5
GL_0004,Núi lửa Chư Đăng Ya,"Chư Păh, Gia Lai",Gia Lai,,,,,
GL_0006,Chùa Minh Thành,"Pleiku, Gia Lai",Gia Lai,,,,,
GL_0024,Thác Phú Cường,"Chư Sê, Gia Lai",Gia Lai,,,,,
GL_0007,Quảng trường Đại Đoàn Kết,"Pleiku, Gia Lai",Gia Lai,,,,,
GL_0022,Thủy điện Ia Ly,"Chư Păh, Gia Lai",Gia Lai,,,,,
GL_0002,Biển Hồ Chè,"Chư Păh, Gia Lai",Gia Lai,,,,,
KT_0021,Nhà rông Kon Klor,"TP Kon Tum, Kon Tum",Kon Tum,,,,,
KT_0022,Cầu treo Kon Klor,"TP Kon Tum, Kon Tum",Kon Tum,,,,,
KT_0020,Nhà thờ gỗ Kon Tum,"TP Kon Tum, Kon Tum",Kon Tum,,,,,
KT_0025,Tòa Giám mục Kon Tum,"TP Kon Tum, Kon Tum",Kon Tum,,,,,
KT_0070,Chợ Măng Đen,"Măng Đen, Kon Plông, Kon Tum",Kon Tum,,,,,
KT_0003,Thác Pa Sỹ,"Măng Đen, Kon Plông, Kon Tum",Kon Tum,,,,,
KT_0004,Hồ Đắk Ke,"Măng Đen, Kon Plông, Kon Tum",Kon Tum,,,,,
KT_0005,Tượng Đức Mẹ Măng Đen,"Măng Đen, Kon Plông, Kon Tum",Kon Tum,,,,,
KT_0043,Ngã ba Đông Dương,"Bờ Y, Ngọc Hồi, Kon Tum",Kon Tum,,,,,
QNAM_0086,Núi Ngọc Linh,"Nam Trà My, Quảng Nam",Quảng Nam,,,,,
BDI_0016,Bãi biển Quy Nhơn,"Quy Nhơn, Bình Định",Bình Định,,,,,
BDI_0024,Tháp Đôi Quy Nhơn,"Quy Nhơn, Bình Định",Bình Định,,,,,
BDI_0036,Tháp Bánh Ít,"Tuy Phước, Bình Định",Bình Định,,,,,
BDI_0054,Tháp Dương Long,"Tây Sơn, Bình Định",Bình Định,,,,,
BDI_0015,Hòn Khô,"Nhơn Hải, Quy Nhơn, Bình Định",Bình Định,,,,,
BDI_0010,Cù Lao Xanh,"Nhơn Châu, Quy Nhơn, Bình Định",Bình Định,,,,,
BDI_0043,Bãi biển Trung Lương,"Cát Tiến, Phù Cát, Bình Định",Bình Định,,,,,
BDI_0021,Bãi Xép Quy Nhơn,"Ghềnh Ráng, Quy Nhơn, Bình Định",Bình Định,,,,,
BDI_0050,Khu du lịch Hầm Hô,"Tây Sơn, Bình Định",Bình Định,,,,,
BDI_0046,Bảo tàng Quang Trung,"Tây Sơn, Bình Định",Bình Định,,,,,
PY_0005,Đầm Ô Loan,"Tuy An, Phú Yên",Phú Yên,,,,,
PY_0008,Bãi Xép Phú Yên,"An Chấn, Tuy An, Phú Yên",Phú Yên,,,,,
PY_0004,Nhà thờ Mằng Lăng,"An Thạch, Tuy An, Phú Yên",Phú Yên,,,,,
PY_0014,Vịnh Vũng Rô,"Đông Hòa, Phú Yên",Phú Yên,,,,,
PY_0012,Hải đăng Đại Lãnh,"Mũi Điện, Đông Hòa, Phú Yên",Phú Yên,,,,,
PY_0010,Bãi Môn,"Đông Hòa, Phú Yên",Phú Yên,,,,,
PY_0022,Tháp Nhạn,"Núi Nhạn, Tuy Hòa, Phú Yên",Phú Yên,,,,,
PY_0037,Cao nguyên Vân Hòa,"Sơn Hòa, Phú Yên",Phú Yên,,,,,
PY_0050,Hòn Dứa,"Tuy An, Phú Yên",Phú Yên,,,,,
