id,name,address,province,url1,url2,url3,url4,url5
TV_0007,Chùa Vàm Ray,"Trà Cú, Trà Vinh",Trà Vinh,,,,,
TV_0008,Chùa Cò,"Trà Cú, Trà Vinh",Trà Vinh,,,,,
TV_0043,Khu du lịch sinh thái Huỳnh Kha,"TP Trà Vinh, Trà Vinh",Trà Vinh,,,,,
ST_0001,Chùa Dơi,"TP Sóc Trăng, Sóc Trăng",Sóc Trăng,,,,,
ST_0006,Chùa Chén Kiểu,"Mỹ Xuyên, Sóc Trăng",Sóc Trăng,,,,,
ST_0003,Chùa Đất Sét,"TP Sóc Trăng, Sóc Trăng",Sóc Trăng,,,,,
ST_0005,Chùa Khleang,"TP Sóc Trăng, Sóc Trăng",Sóc Trăng,,,,,
ST_0031,Chợ nổi Ngã Năm,"Ngã Năm, Sóc Trăng",Sóc Trăng,,,,,
ST_0024,Cồn Mỹ Phước,"Kế Sách, Sóc Trăng",Sóc Trăng,,,,,
ST_0055,Khu căn cứ Tỉnh ủy Sóc Trăng,"Mỹ Tú, Sóc Trăng",Sóc Trăng,,,,,
BL_0001,Nhà Công tử Bạc Liêu,"TP Bạc Liêu, Bạc Liêu",Bạc Liêu,,,,,
BL_0012,Cánh đồng điện gió Bạc Liêu,"Vĩnh Trạch Đông, Bạc Liêu",Bạc Liêu,,,,,
BL_0020,Nhà thờ Tắc Sậy,"Giá Rai, Bạc Liêu",Bạc Liêu,,,,,
BL_0011,Chùa Xiêm Cán,"Vĩnh Trạch Đông, TP Bạc Liêu, Bạc Liêu",Bạc Liêu,,,,,
BL_0002,Khu lưu niệm nhạc sĩ Cao Văn Lầu,"TP Bạc Liêu, Bạc Liêu",Bạc Liêu,,,,,
BL_0024,Vườn chim Bạc Liêu,"TP Bạc Liêu, Bạc Liêu",Bạc Liêu,,,,,
BL_0003,Quảng trường Hùng Vương Bạc Liêu,"TP Bạc Liêu, Bạc Liêu",Bạc Liêu,,,,,
BL_0017,Khu du lịch Nhà Mát,"Nhà Mát, TP Bạc Liêu, Bạc Liêu",Bạc Liêu,,,,,
BL_0046,Chùa Ghositaram,"Giá Rai, Bạc Liêu",Bạc Liêu,,,,,
CM_0001,Mũi Cà Mau,"Đất Mũi, Ngọc Hiển, Cà Mau",Cà Mau,,,,,
CM_0005,Vườn quốc gia Mũi Cà Mau,"Ngọc Hiển, Cà Mau",Cà Mau,,,,,
CM_0017,Vườn quốc gia U Minh Hạ,"U Minh - Trần Văn Thời, Cà Mau",Cà Mau,,,,,
CM_0025,Hòn Đá Bạc,"Trần Văn Thời, Cà Mau",Cà Mau,,,,,
CM_0028,Đầm Thị Tường,"Cái Nước - Phú Tân - Trần Văn Thời, Cà Mau",Cà Mau,,,,,
CM_0069,Khu trải nghiệm rừng ngập mặn Ngọc Hiển,"Ngọc Hiển, Cà Mau",Cà Mau,,,,,
CM_0031,Biển Khai Long,"Ngọc Hiển, Cà Mau",Cà Mau,,,,,
CM_0034,Chợ Cà Mau,"TP Cà Mau, Cà Mau",Cà Mau,,,,,
CM_0015,Rừng đước Năm Căn,"Năm Căn, Cà Mau",Cà Mau,,,,,
AG_0018,Núi Cấm,"Tịnh Biên, An Giang",An Giang,,,,,
AG_0019,Khu du lịch Lâm Viên Núi Cấm,"Tịnh Biên, An Giang",An Giang,,,,,
AG_0021,Chùa Vạn Linh,"Núi Cấm, Tịnh Biên, An Giang",An Giang,,,,,
AG_0022,Chùa Phật Lớn Núi Cấm,"Núi Cấm, Tịnh Biên, An Giang",An Giang,,,,,
AG_0023,Hồ Thủy Liêm,"Núi Cấm, Tịnh Biên, An Giang",An Giang,,,,,
AG_0024,Tượng Phật Di Lặc Núi Cấm,"Núi Cấm, An Giang",An Giang,,,,,
AG_0020,Cáp treo Núi Cấm,"Tịnh Biên, An Giang",An Giang,,,,,
AG_0008,Cáp treo Núi Sam,"Núi Sam, Châu Đốc, An Giang",An Giang,,,,,
AG_0003,Chùa Tây An,"Núi Sam, Châu Đốc, An Giang",An Giang,,,,,
AG_0004,Lăng Thoại Ngọc Hầu,"Núi Sam, Châu Đốc, An Giang",An Giang,,,,,
AG_0005,Chùa Hang Châu Đốc,"Núi Sam, Châu Đốc, An Giang",An Giang,,,,,
AG_0010,Làng bè Châu Đốc,"Sông Hậu, Châu Đốc, An Giang",An Giang,,,,,
AG_0011,Làng Chăm Châu Giang,"Châu Giang, Tân Châu, An Giang",An Giang,,,,,
AG_0012,Thánh đường Mubarak,"Châu Giang, Tân Châu, An Giang",An Giang,,,,,
AG_0013,Thánh đường Jamiul Azhar,"Tân Châu, An Giang",An Giang,,,,,
AG_0014,Làng dệt thổ cẩm Châu Giang,"Tân Châu, An Giang",An Giang,,,,,
AG_0032,Hồ Tà Pạ,"Tri Tôn, An Giang",An Giang,,,,,
AG_0033,Đồi Tà Pạ,"Tri Tôn, An Giang",An Giang,,,,,
AG_0034,Chùa Tà Pạ,"Tri Tôn, An Giang",An Giang,,,,,
AG_0035,Cánh đồng Tà Pạ,"Tri Tôn, An Giang",An Giang,,,,,
AG_0036,Hồ Ô Thum,"Tri Tôn, An Giang",An Giang,,,,,
AG_0037,Hồ Soài So,"Tri Tôn, An Giang",An Giang,,,,,
AG_0029,Núi Cô Tô,"Tri Tôn, An Giang",An Giang,,,,,
AG_0030,Đồi Tức Dụp,"Tri Tôn, An Giang",An Giang,,,,,
AG_0041,Di tích Óc Eo,"Thoại Sơn, An Giang",An Giang,,,,,
AG_0040,Núi Ba Thê,"Thoại Sơn, An Giang",An Giang,,,,,
AG_0062,Kênh Vĩnh Tế,"Châu Đốc - Tịnh Biên, An Giang",An Giang,,,,,
AG_0025,Chợ Tịnh Biên,"Tịnh Biên, An Giang",An Giang,,,,,
AG_0026,Cửa khẩu Tịnh Biên,"Tịnh Biên, An Giang",An Giang,,,,,
AG_0027,Núi Két,"Tịnh Biên, An Giang",An Giang,,,,,
KG_0058,Hà Tiên,"Hà Tiên, Kiên Giang",Kiên Giang,,,,,
KG_0060,Thạch Động,"Hà Tiên, Kiên Giang",Kiên Giang,,,,,
KG_0059,Núi Đá Dựng,"Hà Tiên, Kiên Giang",Kiên Giang,,,,,
KG_0065,Lăng Mạc Cửu,"Hà Tiên, Kiên Giang",Kiên Giang,,,,,
KG_0066,Chùa Phù Dung,"Hà Tiên, Kiên Giang",Kiên Giang,,,,,
KG_0061,Mũi Nai,"Hà Tiên, Kiên Giang",Kiên Giang,,,,,
KG_0077,Quần đảo Nam Du,"Kiên Hải, Kiên Giang",Kiên Giang,,,,,
KG_0072,Hòn Sơn,"Lại Sơn, Kiên Hải, Kiên Giang",Kiên Giang,,,,,
KG_0047,Rạch Giá,"Rạch Giá, Kiên Giang",Kiên Giang,,,,,
KG_0048,Cổng Tam Quan Rạch Giá,"Rạch Giá, Kiên Giang",Kiên Giang,,,,,
KG_0057,Chùa Tam Bảo Rạch Giá,"Rạch Giá, Kiên Giang",Kiên Giang,,,,,
