id,name,address,province,url1,url2,url3,url4,url5
TH_0091,Bản Mạ Pù Luông,"Bá Thước, Thanh Hóa",Thanh Hóa,,,,,
NB_0001,Quần thể danh thắng Tràng An,"Hoa Lư, Ninh Bình",Ninh Bình,,,,,
NB_0003,Tam Cốc - Bích Động,"Ninh Hải, Hoa Lư, Ninh Bình",Ninh Bình,,,,,
NB_0030,Bảo tháp Bái Đính,"Khu Bái Đính, Gia Viễn",Ninh Bình,,,,,
NB_0006,Hang Múa,"Ninh Xuân, Hoa Lư, Ninh Bình",Ninh Bình,,,,,
NB_0008,Cố đô Hoa Lư,"Trường Yên, Hoa Lư, Ninh Bình",Ninh Bình,,,,,
NB_0035,Nhà thờ đá Phát Diệm,"Thị trấn Phát Diệm, Kim Sơn, Ninh Bình",Ninh Bình,,,,,
TH_0001,Bãi biển Sầm Sơn,"Sầm Sơn, Thanh Hóa",Thanh Hóa,,,,,
NA_0103,Biển Cửa Hiền - Cửa Lò mở rộng,"Nghi Lộc, Nghệ An",Nghệ An,,,,,
NA_0016,Làng Sen quê Bác,"Kim Liên, Nam Đàn, Nghệ An",Nghệ An,,,,,
QB_0001,Vườn quốc gia Phong Nha - Kẻ Bàng,"Bố Trạch, Quảng Bình",Quảng Bình,,,,,
QB_0002,Động Phong Nha,"Sơn Trạch, Bố Trạch, Quảng Bình",Quảng Bình,,,,,
QB_0003,Động Thiên Đường,"Bố Trạch, Quảng Bình",Quảng Bình,,,,,
QB_0004,Hang Sơn Đoòng,"VQG Phong Nha - Kẻ Bàng, Quảng Bình",Quảng Bình,,,,,
TTH_0002,Kinh thành Huế,"TP Huế, Thừa Thiên Huế",Thừa Thiên Huế,,,,,
TTH_0003,Đại Nội Huế,"TP Huế, Thừa Thiên Huế",Thừa Thiên Huế,,,,,
TTH_0026,Lăng Khải Định,"Thủy Bằng, TP Huế",Thừa Thiên Huế,,,,,
TTH_0025,Lăng Minh Mạng,"Hương Thọ, TP Huế",Thừa Thiên Huế,,,,,
TTH_0032,Chùa Thiên Mụ,"Kim Long, TP Huế",Thừa Thiên Huế,,,,,
TTH_0075,Hải Vân Quan,"Đèo Hải Vân, Phú Lộc, Thừa Thiên Huế",Thừa Thiên Huế,,,,,
DN_0053,Sun World Bà Nà Hills,"Hòa Vang, Đà Nẵng",Đà Nẵng,,,,,
DN_0028,Cầu Rồng,"Hải Châu - Sơn Trà, Đà Nẵng",Đà Nẵng,,,,,
DN_0019,Danh thắng Ngũ Hành Sơn,"Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,,,,,
DN_0007,Bán đảo Sơn Trà,"Sơn Trà, Đà Nẵng",Đà Nẵng,,,,,
DN_0001,Bãi biển Mỹ Khê,"Sơn Trà - Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,,,,,
QNAM_0001,Phố cổ Hội An,"Hội An, Quảng Nam",Quảng Nam,,,,,
QNAM_0002,Chùa Cầu Hội An,"Hội An, Quảng Nam",Quảng Nam,,,,,
QNAM_0018,Rừng dừa Bảy Mẫu Cẩm Thanh,"Cẩm Thanh, Hội An, Quảng Nam",Quảng Nam,,,,,
QNAM_0027,Cù Lao Chàm,"Tân Hiệp, Hội An, Quảng Nam",Quảng Nam,,,,,
QNAM_0035,Thánh địa Mỹ Sơn,"Duy Phú, Duy Xuyên, Quảng Nam",Quảng Nam,,,,,
QNG_0001,Đảo Lý Sơn,"Lý Sơn, Quảng Ngãi",Quảng Ngãi,,,,,
BDI_0001,Kỳ Co,"Nhơn Lý, Quy Nhơn, Bình Định",Bình Định,,,,,
BDI_0002,Eo Gió,"Nhơn Lý, Quy Nhơn, Bình Định",Bình Định,,,,,
BDI_0017,Ghềnh Ráng Tiên Sa,"Ghềnh Ráng, Quy Nhơn, Bình Định",Bình Định,,,,,
PY_0001,Gành Đá Đĩa,"An Ninh Đông, Tuy An, Phú Yên",Phú Yên,,,,,
PY_0011,Mũi Điện,"Đông Hòa, Phú Yên",Phú Yên,,,,,
KH_0001,Biển Nha Trang,"Nha Trang, Khánh Hòa",Khánh Hòa,,,,,
KH_0022,VinWonders Nha Trang,"Đảo Hòn Tre, Nha Trang, Khánh Hòa",Khánh Hòa,,,,,
KH_0026,Hòn Mun,"Vịnh Nha Trang, Khánh Hòa",Khánh Hòa,,,,,
KH_0042,Dốc Lết,"Ninh Hòa, Khánh Hòa",Khánh Hòa,,,,,
KH_0061,Bình Ba,"Cam Ranh, Khánh Hòa",Khánh Hòa,,,,,
KH_0066,Bình Hưng,"Cam Ranh, Khánh Hòa",Khánh Hòa,,,,,
KH_0072,Vịnh Cam Ranh,"Cam Ranh, Khánh Hòa",Khánh Hòa,,,,,
LD_0011,Chùa Linh Sơn Đà Lạt,"Đà Lạt, Lâm Đồng",Lâm Đồng,,,,,
LD_0001,Hồ Xuân Hương,"Đà Lạt, Lâm Đồng",Lâm Đồng,,,,,
LD_0019,Thung lũng Tình Yêu,"Đà Lạt, Lâm Đồng",Lâm Đồng,,,,,
LD_0029,Núi Langbiang,"Lạc Dương, Lâm Đồng",Lâm Đồng,,,,,
LD_0024,Đồi chè Cầu Đất,"Xuân Trường, Đà Lạt, Lâm Đồng",Lâm Đồng,,,,,
DNO_0001,Hồ Tà Đùng,"Đắk Glong, Đắk Nông",Đắk Nông,,,,,
BT_0001,Biển Mũi Né,"Mũi Né, Phan Thiết, Bình Thuận",Bình Thuận,,,,,
BT_0009,Bàu Trắng,"Bắc Bình, Bình Thuận",Bình Thuận,,,,,
BT_0003,Đồi cát Bay Mũi Né,"Mũi Né, Phan Thiết, Bình Thuận",Bình Thuận,,,,,
BT_0023,Tháp Po Sah Inư,"Phú Hài, Phan Thiết, Bình Thuận",Bình Thuận,,,,,
BRVT_0001,Bãi Sau Vũng Tàu,"Thùy Vân, TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0003,Tượng Chúa Kitô Vua,"Núi Nhỏ, TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0004,Hải đăng Vũng Tàu,"Núi Nhỏ, TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0009,Bạch Dinh,"4 Trần Phú, TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0044,Hồ Tràm,"Xuyên Mộc, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0050,Khu bảo tồn thiên nhiên Bình Châu - Phước Bửu,"Xuyên Mộc, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0068,Côn Đảo,"Côn Đảo, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0073,Nhà tù Côn Đảo,"Côn Đảo, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
BRVT_0077,Nghĩa trang Hàng Dương,"Côn Đảo, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,,,,,
HCM_0001,Dinh Độc Lập,"135 Nam Kỳ Khởi Nghĩa, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0002,Nhà thờ Đức Bà Sài Gòn,"Công xã Paris, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0003,Bưu điện Trung tâm Sài Gòn,"2 Công xã Paris, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0005,Chợ Bến Thành,"Lê Lợi, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0063,Địa đạo Củ Chi,"Phú Hiệp, Củ Chi, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
HCM_0088,Biển 30/4 Cần Giờ,"Cần Giờ, TP Hồ Chí Minh",TP Hồ Chí Minh,,,,,
TG_0015,Chùa Bửu Lâm Mỹ Tho,"Mỹ Tho, Tiền Giang",Tiền Giang,,,,,
BTre_0001,Cồn Phụng,"Châu Thành, Bến Tre",Bến Tre,,,,,
CT_0013,Chợ nổi Cái Răng,"Cái Răng, Cần Thơ",Cần Thơ,,,,,
CT_0001,Bến Ninh Kiều,"Bến Ninh Kiều, Ninh Kiều, Cần Thơ",Cần Thơ,,,,,
CT_0031,Nhà cổ Bình Thủy,"Bình Thủy, Cần Thơ",Cần Thơ,,,,,
AG_0015,Rừng tràm Trà Sư,"Tịnh Biên, An Giang",An Giang,,,,,
AG_0001,Miếu Bà Chúa Xứ Núi Sam,"Núi Sam, Châu Đốc, An Giang",An Giang,,,,,
AG_0018,Núi Cấm,"Tịnh Biên, An Giang",An Giang,,,,,
AG_0009,Chợ Châu Đốc,"Châu Đốc, An Giang",An Giang,,,,,
AG_0047,Búng Bình Thiên,"An Phú, An Giang",An Giang,,,,,
KG_0058,Hà Tiên,"Hà Tiên, Kiên Giang",Kiên Giang,,,,,
KG_0001,Đảo Phú Quốc,"Phú Quốc, Kiên Giang",Kiên Giang,,,,,
KG_0002,Bãi Sao,"An Thới, Phú Quốc, Kiên Giang",Kiên Giang,,,,,
KG_0029,Grand World Phú Quốc,"Gành Dầu, Phú Quốc, Kiên Giang",Kiên Giang,,,,,
KG_0030,VinWonders Phú Quốc,"Gành Dầu, Phú Quốc, Kiên Giang",Kiên Giang,,,,,
KG_0036,Hòn Thơm,"An Thới, Phú Quốc, Kiên Giang",Kiên Giang,,,,,
CM_0001,Mũi Cà Mau,"Đất Mũi, Ngọc Hiển, Cà Mau",Cà Mau,,,,,
CM_0019,Khu du lịch sinh thái U Minh Hạ,"U Minh, Cà Mau",Cà Mau,,,,,
